loop,recall_9,SFS,num selected features,feature idx,n_neighbors
1,1.0,SFS,4,"(0, 2, 3, 6)",2
2,0.5571428571428572,SBS,1,"(0,)",9
3,0.5857142857142856,SFS,1,"(6,)",2
4,0.9857142857142858,SBS,2,"(0, 4)",2
5,0.5571428571428572,SBS,1,"(0,)",9
6,1.0,SBS,4,"(0, 1, 2, 3)",7
7,0.9571428571428573,SFS,2,"(4, 6)",8
8,1.0,SBS,2,"(0, 3)",8
9,1.0,SFS,7,"(0, 1, 2, 3, 4, 5, 6)",7
10,0.9571428571428573,SFS,2,"(4, 6)",8
11,0.9285714285714286,SFS,2,"(1, 6)",3
12,1.0,SBS,4,"(0, 2, 3, 4)",6
13,0.9857142857142858,SBS,2,"(0, 4)",3
14,1.0,SFS,4,"(0, 4, 5, 6)",7
15,1.0,SBS,3,"(0, 1, 4)",4
16,1.0,SFS,4,"(0, 2, 3, 6)",2
17,0.7142857142857142,SFS,1,"(6,)",7
18,0.9857142857142858,SBS,6,"(0, 1, 2, 4, 5, 6)",3
19,1.0,SBS,6,"(0, 1, 2, 3, 4, 5)",1
20,0.5,SBS,1,"(0,)",5
